run_id,run_attempt,platform,project,route_id,outcome,duration_ms,retry_count,attempt_failures,error_signature,artifact_url,data_source
24544792086,1,windows,electron,git-error-display.spec.ts :: Git Error Display - Unsaved Changes > should dismiss error and focus save input when clicking Save first,flaky,,1,1,TimeoutError: locator.waitFor: Timeout 10000ms exceeded.,https://github.com/AOE-HQ/aoe-desktop/actions/runs/24544792086/job/71757952399,job_log_failure_summary
24544792086,1,windows,electron,"keyboard-shortcuts.spec.ts :: Keyboard Shortcuts > App: Cmd/Ctrl+, opens Settings; Cmd/Ctrl+/ opens Keyboard Shortcuts",flaky,,1,1,Error: expect(received).toMatch(expected),https://github.com/AOE-HQ/aoe-desktop/actions/runs/24544792086/job/71757952399,job_log_failure_summary
24545949309,1,windows,electron,journeys.spec.ts :: Journeys (Routes) > workspace -> open markdown -> edit -> autosave -> settings rtl -> back applies,flaky,,1,1,Error: expect(received).toBe(expected) <path> Object.is equality,https://github.com/AOE-HQ/aoe-desktop/actions/runs/24545949309/job/71761475653,job_log_failure_summary
24545949309,1,windows,electron,performance.spec.ts :: Performance Tests > Response Time Tests > settings panel opens within 200ms,flaky,,1,1,Error: expect(received).toBeLessThan(expected),https://github.com/AOE-HQ/aoe-desktop/actions/runs/24545949309/job/71761475653,job_log_failure_summary
24547068009,1,windows,electron,journeys.spec.ts :: Journeys (Routes) > workspace -> open markdown -> edit -> autosave -> settings rtl -> back applies,flaky,,1,1,Error: expect(received).toBe(expected) <path> Object.is equality,https://github.com/AOE-HQ/aoe-desktop/actions/runs/24547068009/job/71764887290,job_log_failure_summary
24554985545,1,macos,electron,keyboard-file-editing-flow.spec.ts :: Keyboard File Editing Flow > full keyboard lifecycle: Open → Edit → Esc closes file,flaky,,1,1,Error: expect(locator).toBeHidden() failed,https://github.com/AOE-HQ/aoe-desktop/actions/runs/24554985545/job/71789163676,job_log_failure_summary
24557264237,1,windows,electron,chat-browser-recommendation-and-tab-sync.spec.ts :: Chat + Browser Recommendation/Sync Regressions > bug6: tab title should stay in sync with rendered page after automated navigation,flaky,,1,1,Error: expect(received).toContain(expected) <path> indexOf,https://github.com/AOE-HQ/aoe-desktop/actions/runs/24557264237/job/71796826550,job_log_failure_summary
24557797633,1,windows,electron,journeys.spec.ts :: Journeys (Routes) > workspace -> open markdown -> edit -> autosave -> settings rtl -> back applies,failed,,0,1,Error: expect(received).toBe(expected) <path> Object.is equality,https://github.com/AOE-HQ/aoe-desktop/actions/runs/24557797633/job/71798567482,job_log_failure_summary
24560605310,1,windows,electron,journeys.spec.ts :: Journeys (Routes) > workspace -> open markdown -> edit -> autosave -> settings rtl -> back applies,failed,,0,1,Error: expect(received).toBe(expected) <path> Object.is equality,https://github.com/AOE-HQ/aoe-desktop/actions/runs/24560605310/job/71808017833,job_log_failure_summary
24560605310,1,windows,electron,performance.spec.ts :: Performance Tests > Response Time Tests > settings panel opens within 200ms,flaky,,1,1,Error: expect(received).toBeLessThan(expected),https://github.com/AOE-HQ/aoe-desktop/actions/runs/24560605310/job/71808017833,job_log_failure_summary
24564361916,1,windows,electron,journeys.spec.ts :: Journeys (Routes) > workspace -> open markdown -> edit -> autosave -> settings rtl -> back applies,flaky,,1,1,Error: expect(received).toBe(expected) <path> Object.is equality,https://github.com/AOE-HQ/aoe-desktop/actions/runs/24564361916/job/71820618182,job_log_failure_summary
