run_id,run_attempt,platform,project,route_id,outcome,duration_ms,retry_count,attempt_failures,error_signature,artifact_url,data_source
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > active AI-claimed page remains the only browser WebContentsView in the main window (recvlVWVSg6jnU),failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > agent-owned links that open a new tab remain usable by the same agent session,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > browser downloads use a unique save path instead of opening the native overwrite dialog,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > claimed tab close confirmation is clickable above the native browser view,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,"browser-claim-return.spec.ts :: Browser claim return lifecycle > fill, keyboard, and click tools handle pure numeric payloads and button names",failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > inject_script can execute a local file with params without sending script body through MCP,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > inject_script returns timeout instead of leaving the browser tool pending forever,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > open alias creates a new AI tab without overwriting the current tab,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > user can hand an existing unclaimed tab to the active agent session,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-claim-return.spec.ts :: Browser claim return lifecycle > user can return a taken-over AI tab and a reconnected MCP client keeps using it,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-input-shield-ready-recvnVdxDRPQOA.spec.ts :: browser input shield readiness (recvnVdxDRPQOA) > AI-claimed browser content keeps one native page view and a loaded transparent shield window,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,browser-view-blank-on-resume-rec27dBUKqXujG.spec.ts :: Browser view blank after resume (rec27dBUKqXujG) > agent-created background tab keeps the visible browser view attached,failed,,0,1,Error: browserMcpConnectionBindingIssue requires an active Workflow authorization subject,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,calendar-guardian-incremental-scan-recvkPzvSg69fb.spec.ts :: Calendar Guardian incremental auto scan (recvkPzvSg69fb) > evaluates a newly added calendar event without re-running the unchanged first event,failed,,0,1,Error: expect(received).toBe(expected) <path> Object.is equality,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,custom-command.spec.ts :: Custom Command Feature > Custom Command CRUD > should create a workflow command from source-defined input schema,failed,,0,1,Error: page.evaluate: Error: Feature access denied: desktop.workflow.author.user (not_authenticated),https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,file-browser-search-close-preserves-results-recvnqdqU4OkRa.spec.ts :: file browser search close behavior (recvnqdqU4OkRa) > closing the search input keeps the filtered result list active,failed,,0,1,Error: expect(received).toBe(expected) <path> Object.is equality,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,"markdown-ime-and-image-paste.spec.ts :: Markdown IME composition + image paste > navigates between table cells with arrow keys (right moves column, down moves row)",flaky,,1,1,Error: expect(received).toContain(expected) <path> indexOf,https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,markdown-table-interaction.spec.ts :: Markdown table interaction > keeps the editor scroll stable while pressing Enter and Delete inside a table cell,flaky,,1,1,Error: expect(received).toBeLessThanOrEqual(expected),https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
30075073479,2,macos,electron,preview.spec.ts :: Preview Functionality > Preview Chrome > keeps the preview toolbar drag area while controls stay interactive,flaky,,1,1,Error: expect(received).toMatchObject(expected),https://github.com/AOE-HQ/aoe-desktop/actions/runs/30075073479/job/89427195225,job_log_failure_summary
